Epoch,learning rate,training loss,training mtt::LPS RMSE (per atom),training mtt::LPS MAE (per atom),training forces[mtt::LPS] RMSE,training forces[mtt::LPS] MAE,validation loss,validation mtt::LPS RMSE (per atom),validation mtt::LPS MAE (per atom),validation forces[mtt::LPS] RMSE,validation forces[mtt::LPS] MAE
,,,meV,meV,meV/A,meV/A,,meV,meV,meV/A,meV/A
   0,0.000e+00,1.037e+03,1646.1,1621.4,1436.5,1055.5,5.905e+01,1616.2,1596.8,1391.7,1024.1
   1,2.000e-06,4.404e+02, 865.1, 747.2,1132.8, 766.7,1.159e+01, 251.5, 224.0, 925.3, 585.5
   2,4.000e-06,1.878e+02, 152.4,  99.7, 918.5, 557.8,7.688e+00,  99.3,  67.1, 789.5, 469.8
   3,6.000e-06,1.335e+02,  95.9,  58.9, 779.4, 449.9,5.086e+00,  67.4,  46.7, 660.1, 374.3
   4,8.000e-06,9.414e+01,  66.7,  43.0, 656.6, 362.0,3.504e+00,  46.9,  34.6, 562.5, 305.7
   5,1.000e-05,7.040e+01,  48.8,  32.7, 570.1, 305.5,2.734e+00,  37.8,  26.9, 503.9, 269.5
   6,1.000e-05,5.833e+01,  41.0,  27.0, 518.6, 277.1,2.368e+00,  34.9,  23.2, 471.2, 252.0
   7,1.000e-05,5.099e+01,  37.5,  24.7, 484.5, 259.6,2.095e+00,  33.0,  21.5, 445.2, 237.9
   8,1.000e-05,4.525e+01,  34.7,  22.9, 455.3, 244.0,1.850e+00,  31.2,  20.6, 420.4, 222.7
   9,1.000e-05,3.968e+01,  32.4,  21.6, 427.3, 228.7,1.640e+00,  30.6,  19.4, 397.2, 210.6
  10,1.000e-05,3.439e+01,  29.7,  20.0, 400.2, 214.7,1.450e+00,  28.3,  17.9, 375.0, 198.5
  11,1.000e-05,3.068e+01,  27.1,  18.2, 376.0, 202.3,1.284e+00,  26.0,  15.8, 354.0, 187.8
  12,1.000e-05,2.704e+01,  24.4,  16.4, 353.3, 191.3,1.148e+00,  24.1,  14.5, 334.8, 178.7
  13,1.000e-05,2.407e+01,  21.7,  14.6, 332.7, 181.7,1.032e+00,  22.4,  13.6, 317.6, 171.7
  14,1.000e-05,2.156e+01,  19.8,  13.3, 314.5, 173.6,9.315e-01,  20.5,  11.9, 301.5, 164.7
  15,1.000e-05,1.934e+01,  18.1,  12.1, 298.8, 166.4,8.478e-01,  18.9,  10.9, 287.3, 158.5
  16,1.000e-05,1.748e+01,  16.7,  11.2, 285.0, 159.9,7.783e-01,  18.4,  10.1, 274.9, 152.4
  17,1.000e-05,1.611e+01,  16.1,  10.9, 273.4, 154.2,7.188e-01,  17.6,   9.9, 264.0, 147.1
  18,1.000e-05,1.479e+01,  15.6,  10.5, 263.3, 149.0,6.702e-01,  17.5,   9.7, 254.7, 141.9
  19,1.000e-05,1.407e+01,  15.2,  10.2, 254.4, 144.0,6.257e-01,  16.9,   9.4, 245.9, 138.0
  20,1.000e-05,1.317e+01,  15.1,  10.3, 246.6, 140.0,5.881e-01,  16.7,   9.0, 238.3, 134.0
  21,1.000e-05,1.225e+01,  14.5,   9.8, 239.3, 135.7,5.537e-01,  16.2,   9.1, 231.2, 130.5
  22,1.000e-05,1.168e+01,  14.2,   9.5, 232.7, 132.0,5.235e-01,  16.3,   8.9, 224.6, 126.9
  23,1.000e-05,1.101e+01,  14.0,   9.6, 226.5, 128.4,4.949e-01,  16.9,  10.4, 218.4, 123.4
  24,1.000e-05,1.045e+01,  13.7,   9.4, 220.6, 124.9,4.708e-01,  16.7,   8.8, 212.9, 120.8
  25,1.000e-05,9.962e+00,  13.6,   9.5, 215.1, 122.0,4.465e-01,  16.5,   8.6, 207.2, 117.1
  26,1.000e-05,9.404e+00,  13.2,   9.1, 210.1, 119.0,4.249e-01,  16.3,   8.8, 202.1, 114.4
  27,1.000e-05,8.927e+00,  13.2,   9.3, 205.0, 115.9,4.069e-01,  17.1,   9.2, 197.4, 112.2
  28,1.000e-05,8.656e+00,  13.2,   9.5, 200.5, 113.5,3.878e-01,  16.9,   9.8, 192.7, 109.6
  29,1.000e-05,8.288e+00,  13.0,   9.4, 196.1, 111.0,3.710e-01,  16.4,   9.2, 188.4, 107.3
  30,1.000e-05,7.991e+00,  13.1,   9.6, 191.9, 108.8,3.557e-01,  16.7,   9.5, 184.4, 104.8
  31,1.000e-05,7.485e+00,  13.0,   9.6, 187.9, 106.4,3.421e-01,  16.8,   9.6, 180.6, 102.6
  32,1.000e-05,7.348e+00,  13.0,   9.6, 184.3, 104.1,3.308e-01,  17.7,  10.9, 177.3, 101.1
  33,1.000e-05,7.002e+00,  13.1,   9.8, 180.8, 102.3,3.168e-01,  17.6,   9.7, 173.8,  98.8
  34,1.000e-05,6.798e+00,  13.0,   9.7, 177.4, 100.3,3.066e-01,  17.2,  10.0, 170.7,  97.4
  35,1.000e-05,6.557e+00,  13.3,  10.0, 174.2,  98.6,2.978e-01,  17.3,  10.4, 168.1,  96.1
  36,1.000e-05,6.278e+00,  13.3,  10.0, 171.3,  97.0,2.866e-01,  18.7,  12.2, 164.9,  94.1
  37,1.000e-05,6.084e+00,  13.2,  10.0, 168.5,  95.2,2.789e-01,  17.8,   9.8, 162.6,  92.8
  38,1.000e-05,5.949e+00,  13.2,  10.0, 165.8,  93.7,2.701e-01,  17.6,   9.9, 160.0,  91.2
  39,1.000e-05,5.707e+00,  13.0,   9.9, 163.6,  92.3,2.648e-01,  19.1,  12.5, 158.1,  90.4
  40,1.000e-05,5.563e+00,  13.4,  10.1, 161.3,  91.1,2.558e-01,  17.5,  10.3, 155.7,  88.8
  41,1.000e-05,5.397e+00,  13.0,   9.9, 159.3,  89.9,2.501e-01,  17.7,  10.1, 153.9,  87.9
  42,1.000e-05,5.348e+00,  13.1,  10.0, 157.3,  88.8,2.485e-01,  18.2,   9.4, 152.9,  87.9
  43,1.000e-05,5.169e+00,  13.8,  10.4, 155.4,  87.7,2.404e-01,  20.7,  15.0, 150.4,  85.8
  44,1.000e-05,5.132e+00,  13.3,  10.0, 153.7,  86.6,2.354e-01,  17.6,  10.2, 148.8,  85.2
  45,1.000e-05,4.968e+00,  12.9,   9.7, 152.2,  85.9,2.326e-01,  22.0,  16.1, 147.4,  84.3
  46,1.000e-05,4.863e+00,  12.9,   9.6, 150.6,  84.8,2.281e-01,  18.6,  11.2, 146.1,  83.6
  47,1.000e-05,4.748e+00,  13.0,   9.8, 149.1,  84.1,2.235e-01,  18.2,   9.5, 145.0,  83.0
  48,1.000e-05,4.771e+00,  13.0,   9.7, 148.0,  83.4,2.206e-01,  20.8,  12.5, 143.5,  82.0
  49,1.000e-05,4.605e+00,  13.0,   9.7, 146.7,  82.7,2.158e-01,  17.4,   9.5, 142.5,  81.4
  50,1.000e-05,4.497e+00,  12.7,   9.4, 145.5,  82.0,2.116e-01,  17.6,  10.6, 141.2,  80.5
  51,1.000e-05,4.399e+00,  12.8,   9.5, 144.5,  81.3,2.091e-01,  17.3,   9.0, 140.5,  80.2
  52,1.000e-05,4.316e+00,  13.0,   9.8, 143.5,  80.8,2.094e-01,  19.1,  10.0, 140.0,  80.2
  53,1.000e-05,4.397e+00,  13.5,  10.2, 142.6,  80.2,2.052e-01,  19.1,   9.7, 138.7,  79.1
  54,1.000e-05,4.281e+00,  13.1,   9.9, 141.6,  79.7,2.016e-01,  17.0,   8.8, 137.8,  78.8
  55,1.000e-05,4.213e+00,  12.8,   9.5, 140.9,  79.3,1.992e-01,  17.5,   9.3, 137.0,  78.0
  56,1.000e-05,4.186e+00,  12.4,   9.2, 140.0,  78.9,1.980e-01,  17.3,   8.7, 136.4,  77.6
  57,1.000e-05,4.166e+00,  12.2,   9.0, 139.1,  78.3,1.951e-01,  18.1,  11.2, 135.4,  77.4
  58,1.000e-05,4.136e+00,  12.3,   9.1, 138.5,  77.9,1.939e-01,  17.1,   9.7, 134.9,  77.0
  59,1.000e-05,4.051e+00,  12.7,   9.5, 137.7,  77.5,1.917e-01,  17.0,   8.8, 134.3,  76.5
  60,1.000e-05,3.961e+00,  12.3,   9.2, 137.2,  77.2,1.906e-01,  18.5,   9.2, 133.8,  76.0
  61,1.000e-05,3.989e+00,  13.0,   9.7, 136.4,  76.8,1.898e-01,  17.8,  10.2, 133.5,  76.0
  62,1.000e-05,3.886e+00,  11.9,   8.7, 135.9,  76.4,1.884e-01,  18.3,  12.3, 133.0,  76.0
  63,1.000e-05,3.863e+00,  11.9,   8.9, 135.2,  76.1,1.882e-01,  19.2,  10.6, 132.5,  75.4
  64,1.000e-05,3.873e+00,  12.2,   9.1, 134.6,  75.8,1.862e-01,  20.5,  14.8, 131.6,  74.9
  65,1.000e-05,3.793e+00,  11.7,   8.5, 134.2,  75.5,1.831e-01,  17.1,   8.6, 131.3,  74.5
  66,1.000e-05,3.820e+00,  12.2,   8.9, 133.7,  75.2,1.818e-01,  17.0,   8.3, 130.9,  74.2
  67,1.000e-05,3.799e+00,  12.3,   9.1, 133.3,  75.0,1.819e-01,  17.7,  10.4, 130.6,  74.2
  68,1.000e-05,3.731e+00,  11.6,   8.6, 132.6,  74.6,1.800e-01,  16.6,   8.6, 130.0,  73.8
  69,1.000e-05,3.697e+00,  12.0,   8.9, 132.1,  74.3,1.792e-01,  16.9,   8.2, 129.7,  73.6
  70,1.000e-05,3.658e+00,  12.2,   9.0, 131.7,  74.1,1.777e-01,  16.9,  10.2, 129.2,  73.5
  71,1.000e-05,3.598e+00,  11.1,   8.1, 131.2,  73.7,1.766e-01,  17.1,   8.5, 128.9,  73.0
  72,1.000e-05,3.695e+00,  12.2,   9.0, 131.0,  73.7,1.757e-01,  16.5,   8.9, 128.6,  73.0
  73,1.000e-05,3.621e+00,  12.1,   9.0, 130.2,  73.4,1.747e-01,  16.4,   8.3, 128.3,  72.7
  74,1.000e-05,3.558e+00,  12.0,   9.0, 129.7,  73.1,1.745e-01,  17.0,   9.7, 127.8,  72.7
  75,1.000e-05,3.541e+00,  11.4,   8.4, 129.6,  72.9,1.734e-01,  17.0,   8.0, 127.5,  72.2
  76,1.000e-05,3.600e+00,  11.4,   8.4, 129.1,  72.6,1.730e-01,  16.1,   8.6, 127.4,  72.3
  77,1.000e-05,3.504e+00,  12.0,   8.9, 128.7,  72.5,1.721e-01,  17.6,  10.8, 127.0,  72.0
  78,1.000e-05,3.482e+00,  11.4,   8.4, 128.3,  72.3,1.704e-01,  16.4,   8.4, 126.5,  71.7
  79,1.000e-05,3.534e+00,  11.4,   8.3, 128.0,  72.1,1.721e-01,  18.9,  10.5, 126.5,  72.1
  80,1.000e-05,3.507e+00,  12.2,   9.2, 127.7,  72.0,1.704e-01,  17.6,   8.1, 126.3,  71.5
  81,1.000e-05,3.386e+00,  11.5,   8.3, 126.3,  71.6,1.689e-01,  16.5,   9.2, 126.1,  71.3
  82,1.000e-05,3.467e+00,  12.1,   9.0, 127.1,  71.7,1.692e-01,  18.0,   8.5, 125.8,  71.1
  83,1.000e-05,3.443e+00,  11.7,   8.6, 126.8,  71.3,1.673e-01,  16.6,  10.0, 125.4,  70.8
  84,1.000e-05,3.388e+00,  11.3,   8.3, 126.4,  71.2,1.672e-01,  18.0,  11.8, 125.2,  70.7
  85,1.000e-05,3.341e+00,  11.8,   8.7, 126.1,  71.0,1.674e-01,  18.6,  12.8, 125.0,  70.7
  86,1.000e-05,3.388e+00,  10.8,   7.9, 126.0,  70.9,1.657e-01,  16.5,   8.0, 124.7,  70.5
  87,1.000e-05,3.375e+00,  11.4,   8.4, 125.5,  70.8,1.669e-01,  16.1,   7.4, 125.3,  71.2
  88,1.000e-05,3.344e+00,  11.6,   8.5, 125.4,  70.6,1.660e-01,  17.4,   9.1, 124.5,  70.3
  89,1.000e-05,3.325e+00,  11.3,   8.2, 125.1,  70.5,1.643e-01,  16.2,   9.3, 124.3,  70.3
  90,1.000e-05,3.299e+00,  11.0,   8.0, 124.7,  70.1,1.653e-01,  17.9,  12.3, 124.2,  70.5
  91,1.000e-05,3.259e+00,  11.4,   8.4, 124.7,  70.3,1.637e-01,  16.9,   9.4, 123.7,  70.2
  92,1.000e-05,3.272e+00,  11.4,   8.4, 124.3,  70.1,1.632e-01,  17.5,   8.1, 123.5,  69.8
  93,1.000e-05,3.284e+00,  11.1,   8.1, 124.1,  69.9,1.615e-01,  16.1,   8.5, 123.2,  69.5
  94,1.000e-05,3.283e+00,  10.8,   7.8, 123.7,  69.6,1.625e-01,  17.5,  11.6, 123.4,  69.9
  95,1.000e-05,3.284e+00,  11.5,   8.4, 123.6,  69.7,1.610e-01,  17.2,   8.2, 122.8,  69.2
  96,1.000e-05,3.259e+00,  12.1,   9.0, 123.5,  69.6,1.614e-01,  17.8,  11.4, 122.9,  69.3
  97,1.000e-05,3.243e+00,  11.1,   8.1, 123.2,  69.3,1.605e-01,  16.1,   7.7, 122.6,  69.2
  98,1.000e-05,3.206e+00,  11.7,   8.6, 123.0,  69.3,1.593e-01,  17.6,  11.8, 122.2,  68.9
  99,1.000e-05,3.245e+00,  10.8,   7.9, 122.7,  69.1,1.593e-01,  16.4,   8.9, 122.1,  68.9
 100,1.000e-05,3.113e+00,  11.1,   8.1, 122.5,  69.0,1.593e-01,  15.9,   8.0, 122.2,  69.5
 101,1.000e-05,3.176e+00,  10.8,   7.8, 122.2,  68.8,1.580e-01,  15.8,   7.8, 121.9,  68.8
 102,1.000e-05,3.237e+00,  12.1,   9.0, 122.1,  68.8,1.571e-01,  15.7,   7.1, 121.5,  68.5
 103,1.000e-05,3.201e+00,  11.2,   8.1, 121.9,  68.7,1.580e-01,  16.2,   8.7, 121.9,  68.6
 104,1.000e-05,3.190e+00,  10.9,   7.9, 121.7,  68.6,1.573e-01,  16.0,   7.7, 121.4,  68.3
 105,1.000e-05,3.140e+00,  11.4,   8.4, 121.4,  68.5,1.567e-01,  16.1,   7.8, 121.4,  68.2
 106,1.000e-05,3.033e+00,  10.9,   8.0, 119.3,  68.2,1.568e-01,  16.7,   9.3, 121.1,  68.1
 107,1.000e-05,3.162e+00,  11.0,   8.0, 121.1,  68.2,1.556e-01,  15.9,   8.0, 120.9,  68.1
 108,1.000e-05,3.133e+00,  11.0,   8.0, 121.1,  68.1,1.556e-01,  16.9,   9.9, 120.8,  68.0
 109,1.000e-05,3.032e+00,  11.1,   8.1, 120.6,  67.9,1.555e-01,  16.6,   9.5, 120.7,  67.9
 110,1.000e-05,3.125e+00,  11.6,   8.6, 120.8,  67.9,1.551e-01,  15.9,   7.7, 120.6,  68.1
 111,1.000e-05,3.088e+00,  11.6,   8.5, 120.3,  67.8,1.563e-01,  20.1,  15.0, 120.4,  67.8
 112,1.000e-05,3.097e+00,  10.7,   7.7, 120.2,  67.7,1.549e-01,  16.2,   8.4, 120.4,  67.8
 113,1.000e-05,3.009e+00,  11.5,   8.5, 120.0,  67.6,1.532e-01,  16.0,   9.7, 120.1,  67.5
 114,1.000e-05,3.056e+00,  11.5,   8.6, 120.0,  67.6,1.546e-01,  17.0,   7.9, 120.1,  67.7
 115,1.000e-05,3.031e+00,  11.5,   8.5, 119.8,  67.4,1.532e-01,  17.3,  11.2, 119.8,  67.3
 116,1.000e-05,3.026e+00,  11.0,   8.1, 119.5,  67.4,1.533e-01,  16.1,   9.3, 119.8,  67.6
 117,1.000e-05,3.076e+00,  10.6,   7.7, 119.6,  67.4,1.547e-01,  20.6,  13.3, 119.6,  67.1
 118,1.000e-05,2.985e+00,  11.5,   8.6, 119.2,  67.2,1.522e-01,  16.3,   7.2, 119.4,  67.0
 119,1.000e-05,3.059e+00,  10.6,   7.7, 119.1,  67.1,1.533e-01,  15.9,   8.0, 119.7,  67.7
 120,1.000e-05,3.019e+00,  11.2,   8.3, 119.0,  67.1,1.519e-01,  16.6,   7.6, 119.3,  66.9
 121,1.000e-05,2.985e+00,  10.9,   8.0, 119.0,  67.0,1.516e-01,  18.0,  12.5, 118.9,  66.8
 122,1.000e-05,2.944e+00,  11.0,   8.1, 118.5,  66.9,1.522e-01,  17.9,   9.4, 119.1,  66.9
 123,1.000e-05,2.944e+00,  10.6,   7.7, 118.6,  66.7,1.501e-01,  15.5,   7.9, 118.8,  66.8
 124,1.000e-05,3.003e+00,  10.8,   7.8, 118.5,  66.8,1.504e-01,  16.3,   7.2, 118.7,  66.5
 125,1.000e-05,2.966e+00,  11.4,   8.4, 118.4,  66.7,1.503e-01,  16.3,   7.5, 118.5,  66.6
 126,1.000e-05,2.894e+00,  10.8,   8.0, 118.1,  66.6,1.497e-01,  16.3,   8.9, 118.5,  66.4
 127,1.000e-05,2.929e+00,  10.6,   7.8, 117.9,  66.4,1.499e-01,  16.0,   8.5, 118.4,  66.4
 128,1.000e-05,2.972e+00,  10.5,   7.6, 118.0,  66.3,1.495e-01,  15.9,   7.1, 118.4,  66.4
 129,1.000e-05,2.967e+00,  10.9,   7.9, 117.8,  66.4,1.506e-01,  15.8,   6.9, 118.8,  67.0
 130,1.000e-05,2.947e+00,  10.6,   7.7, 117.6,  66.3,1.500e-01,  16.5,   7.4, 118.5,  66.7
 131,1.000e-05,2.953e+00,  10.9,   8.0, 117.5,  66.2,1.498e-01,  17.2,   8.7, 118.1,  66.7
 132,1.000e-05,2.943e+00,  10.8,   7.9, 117.3,  66.1,1.511e-01,  21.3,  16.8, 118.0,  66.5
 133,1.000e-05,2.931e+00,  11.8,   8.9, 117.4,  66.2,1.486e-01,  17.5,   8.7, 117.6,  66.2
 134,1.000e-05,2.945e+00,  12.0,   9.0, 117.1,  66.0,1.482e-01,  15.8,   7.0, 117.6,  66.1
 135,1.000e-05,2.867e+00,  11.3,   8.3, 116.5,  65.8,1.492e-01,  17.5,   8.3, 117.7,  66.0
 136,1.000e-05,2.906e+00,  10.5,   7.6, 117.0,  65.9,1.475e-01,  15.9,   7.0, 117.6,  65.9
 137,1.000e-05,2.859e+00,  11.1,   8.0, 116.7,  65.7,1.476e-01,  17.6,  11.6, 117.5,  65.9
 138,1.000e-05,2.859e+00,  10.6,   7.7, 116.6,  65.7,1.473e-01,  16.0,   8.6, 117.5,  66.1
 139,1.000e-05,2.838e+00,  10.4,   7.5, 116.5,  65.7,1.481e-01,  18.2,  10.0, 117.4,  65.8
 140,1.000e-05,2.847e+00,  10.9,   7.9, 116.4,  65.6,1.468e-01,  15.7,   7.5, 117.2,  65.8
 141,1.000e-05,2.865e+00,  11.0,   8.0, 116.2,  65.5,1.467e-01,  16.1,   6.9, 117.2,  65.6
 142,1.000e-05,2.902e+00,  11.5,   8.5, 116.3,  65.5,1.468e-01,  16.9,   8.2, 117.0,  65.8
 143,1.000e-05,2.913e+00,  10.8,   7.9, 116.1,  65.4,1.461e-01,  16.5,  10.0, 116.9,  65.7
 144,1.000e-05,2.874e+00,  10.2,   7.4, 116.0,  65.3,1.469e-01,  16.5,   7.1, 117.2,  65.8
 145,1.000e-05,2.828e+00,  11.1,   8.1, 115.8,  65.2,1.452e-01,  16.3,   9.0, 116.6,  65.3
 146,1.000e-05,2.809e+00,  10.4,   7.5, 115.7,  65.2,1.462e-01,  17.9,  12.3, 116.7,  65.5
 147,1.000e-05,2.784e+00,  11.0,   8.0, 115.7,  65.1,1.459e-01,  16.8,   7.9, 116.7,  65.6
 148,1.000e-05,2.829e+00,  11.0,   8.1, 115.6,  65.1,1.455e-01,  17.5,  11.8, 116.4,  65.4
 149,1.000e-05,2.822e+00,  11.4,   8.4, 115.4,  65.2,1.445e-01,  15.8,   7.5, 116.3,  65.1
 150,1.000e-05,2.795e+00,  10.8,   7.9, 115.3,  65.0,1.446e-01,  16.0,   8.2, 116.3,  65.1
 151,1.000e-05,2.750e+00,  10.4,   7.5, 115.2,  64.9,1.447e-01,  16.8,   7.6, 116.3,  65.1
 152,1.000e-05,2.802e+00,  10.6,   7.7, 115.1,  64.9,1.437e-01,  15.7,   7.2, 116.0,  64.9
 153,1.000e-05,2.811e+00,  11.0,   8.0, 115.0,  64.8,1.469e-01,  17.9,   9.2, 116.8,  65.9
 154,1.000e-05,2.859e+00,  11.2,   8.3, 115.0,  64.8,1.452e-01,  17.8,   8.9, 116.2,  65.1
 155,1.000e-05,2.739e+00,  10.4,   7.5, 115.0,  64.8,1.433e-01,  16.1,   6.9, 115.8,  64.8
 156,1.000e-05,2.795e+00,  11.3,   8.4, 114.8,  64.7,1.437e-01,  16.0,   7.8, 115.9,  64.8
 157,1.000e-05,2.823e+00,  10.8,   8.0, 114.8,  64.6,1.429e-01,  16.0,   8.1, 115.6,  64.7
 158,1.000e-05,2.777e+00,  10.6,   7.7, 114.6,  64.5,1.426e-01,  15.5,   7.2, 115.5,  64.7
 159,1.000e-05,2.792e+00,  10.8,   7.9, 114.4,  64.5,1.425e-01,  15.3,   7.7, 115.5,  64.7
 160,1.000e-05,2.755e+00,  10.9,   8.0, 114.4,  64.5,1.433e-01,  16.5,   7.3, 115.7,  64.9
 161,1.000e-05,2.774e+00,  10.6,   7.7, 114.3,  64.4,1.427e-01,  17.1,  10.5, 115.5,  64.5
 162,1.000e-05,2.784e+00,  10.8,   7.8, 114.1,  64.4,1.440e-01,  20.2,  15.6, 115.3,  64.6
 163,1.000e-05,2.757e+00,  10.5,   7.7, 114.0,  64.3,1.417e-01,  15.9,   6.9, 115.2,  64.5
 164,1.000e-05,2.790e+00,  10.5,   7.7, 114.0,  64.2,1.420e-01,  15.7,   8.4, 115.3,  64.6
 165,1.000e-05,2.708e+00,  10.9,   8.0, 113.8,  64.2,1.445e-01,  19.0,  13.7, 115.7,  65.1
 166,1.000e-05,2.746e+00,  10.9,   8.0, 113.7,  64.1,1.418e-01,  16.8,  10.9, 115.1,  64.6
 167,1.000e-05,2.729e+00,  10.5,   7.7, 113.7,  64.1,1.420e-01,  15.6,   7.3, 115.2,  64.6
 168,1.000e-05,2.707e+00,  10.4,   7.6, 113.6,  64.0,1.423e-01,  17.2,  11.5, 115.1,  64.7
 169,1.000e-05,2.665e+00,  10.9,   8.1, 113.6,  64.0,1.410e-01,  15.6,   8.3, 114.9,  64.2
 170,1.000e-05,2.742e+00,  10.3,   7.5, 113.6,  64.0,1.415e-01,  16.2,   9.3, 115.0,  64.5
 171,1.000e-05,2.707e+00,  10.3,   7.4, 113.4,  63.9,1.408e-01,  16.0,   7.3, 114.7,  64.3
 172,1.000e-05,2.642e+00,  10.6,   7.7, 113.3,  63.8,1.419e-01,  16.6,   7.8, 114.9,  64.8
 173,1.000e-05,2.726e+00,  10.9,   8.0, 113.2,  63.8,1.417e-01,  16.1,   6.8, 114.9,  64.7
 174,1.000e-05,2.747e+00,  10.3,   7.4, 113.2,  63.8,1.397e-01,  15.2,   7.1, 114.4,  64.1
 175,1.000e-05,2.734e+00,  10.8,   7.9, 113.3,  63.8,1.405e-01,  16.5,   7.2, 114.5,  64.1
 176,1.000e-05,2.736e+00,  11.1,   8.3, 113.2,  63.8,1.398e-01,  15.5,   7.0, 114.2,  64.0
 177,1.000e-05,2.678e+00,  10.7,   7.8, 112.8,  63.7,1.395e-01,  15.5,   6.9, 114.1,  64.0
 178,1.000e-05,2.701e+00,  10.8,   7.9, 112.9,  63.6,1.396e-01,  15.9,   6.8, 114.2,  63.8
 179,1.000e-05,2.685e+00,  10.4,   7.5, 112.8,  63.6,1.399e-01,  15.6,   8.8, 114.3,  64.4
 180,1.000e-05,2.767e+00,  10.4,   7.5, 112.7,  63.6,1.396e-01,  16.2,   6.8, 114.0,  64.0
 181,1.000e-05,2.678e+00,  10.5,   7.7, 112.5,  63.4,1.398e-01,  15.9,   7.3, 114.1,  64.0
 182,1.000e-05,2.688e+00,  10.4,   7.5, 112.5,  63.4,1.395e-01,  16.8,   7.4, 113.9,  63.6
 183,1.000e-05,2.665e+00,  10.4,   7.5, 112.7,  63.4,1.400e-01,  18.8,  13.4, 113.9,  63.7
 184,1.000e-05,2.733e+00,  11.9,   9.0, 112.3,  63.3,1.398e-01,  16.6,   7.1, 114.1,  63.7
 185,1.000e-05,2.661e+00,  10.8,   7.9, 112.4,  63.3,1.391e-01,  16.8,   7.4, 113.7,  63.6
 186,1.000e-05,2.680e+00,  10.9,   8.0, 112.4,  63.4,1.380e-01,  16.0,   6.8, 113.5,  63.4
 187,1.000e-05,2.675e+00,  10.7,   7.8, 112.2,  63.3,1.380e-01,  15.4,   7.7, 113.6,  63.6
 188,1.000e-05,2.642e+00,  10.5,   7.5, 112.2,  63.2,1.390e-01,  17.0,   7.8, 113.6,  63.6
 189,1.000e-05,2.675e+00,  10.9,   8.1, 112.0,  63.1,1.384e-01,  16.7,  10.3, 113.5,  63.5
 190,1.000e-05,2.661e+00,  10.2,   7.3, 111.7,  63.0,1.371e-01,  15.5,   6.6, 113.2,  63.4
 191,1.000e-05,2.632e+00,  10.4,   7.6, 112.0,  63.1,1.381e-01,  16.6,   9.8, 113.5,  63.3
 192,1.000e-05,2.655e+00,  10.7,   7.9, 111.9,  63.0,1.382e-01,  16.0,   6.8, 113.4,  63.6
 193,1.000e-05,2.695e+00,  10.2,   7.4, 111.8,  63.0,1.378e-01,  16.8,   7.4, 113.2,  63.3
 194,1.000e-05,2.610e+00,  10.9,   8.0, 111.8,  63.1,1.383e-01,  16.2,   6.9, 113.6,  63.5
 195,1.000e-05,2.611e+00,  10.1,   7.4, 111.5,  62.9,1.383e-01,  16.6,   7.2, 113.4,  63.7
 196,1.000e-05,2.684e+00,  10.5,   7.6, 111.5,  62.8,1.387e-01,  17.3,   8.4, 113.4,  63.5
 197,1.000e-05,2.581e+00,  10.3,   7.4, 111.6,  62.9,1.368e-01,  15.5,   7.6, 113.0,  63.2
 198,1.000e-05,2.560e+00,  10.3,   7.4, 111.4,  62.9,1.380e-01,  16.4,   7.2, 113.3,  63.7
 199,1.000e-05,2.644e+00,  10.5,   7.7, 111.4,  62.8,1.366e-01,  16.6,  10.4, 112.8,  63.0
 200,1.000e-05,2.587e+00,  10.8,   7.9, 111.2,  62.8,1.384e-01,  17.1,  10.8, 113.5,  63.6
 201,1.000e-05,2.650e+00,  10.2,   7.4, 111.1,  62.7,1.363e-01,  15.5,   7.1, 112.9,  63.1
 202,1.000e-05,2.591e+00,  10.1,   7.3, 111.3,  62.6,1.364e-01,  15.7,   6.9, 112.9,  63.2
 203,1.000e-05,2.621e+00,  10.4,   7.5, 111.2,  62.8,1.374e-01,  16.6,   7.1, 113.0,  63.3
 204,1.000e-05,2.615e+00,  11.3,   8.4, 111.2,  62.7,1.366e-01,  16.7,   7.6, 112.7,  63.0
 205,1.000e-05,2.618e+00,  10.3,   7.4, 111.0,  62.5,1.359e-01,  15.9,   8.9, 112.6,  62.9
 206,1.000e-05,2.565e+00,  10.5,   7.6, 110.8,  62.5,1.373e-01,  16.4,   7.0, 113.1,  63.2
 207,1.000e-05,2.575e+00,  10.1,   7.3, 110.8,  62.5,1.370e-01,  16.6,   9.2, 113.0,  63.1
 208,1.000e-05,2.586e+00,  10.7,   7.8, 110.6,  62.5,1.351e-01,  15.4,   7.9, 112.4,  62.9
 209,1.000e-05,2.582e+00,  11.1,   8.3, 110.8,  62.5,1.364e-01,  16.1,   7.6, 112.7,  62.9
 210,1.000e-05,2.600e+00,  10.3,   7.5, 110.6,  62.4,1.365e-01,  17.1,  10.3, 112.6,  63.0
 211,1.000e-05,2.566e+00,  10.6,   7.8, 110.6,  62.4,1.378e-01,  19.7,  14.8, 112.6,  63.2
 212,1.000e-05,2.625e+00,  10.6,   7.7, 110.6,  62.4,1.371e-01,  17.7,   8.8, 112.7,  62.9
 213,1.000e-05,2.604e+00,  10.8,   7.9, 110.5,  62.4,1.355e-01,  15.2,   6.8, 112.6,  63.0
 214,1.000e-05,2.548e+00,  10.2,   7.4, 110.5,  62.3,1.360e-01,  15.9,   8.6, 112.6,  62.9
